//	Group	Item	Effect	Bone	Scale	Red	Green	Blue	Pos	SubT
	12	166	32002	141	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	142	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	143	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	144	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	145	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	146	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	147	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	148	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	149	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	150	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	151	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	152	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	153	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	154	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	155	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	156	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	157	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	158	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	159	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	160	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	161	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	162	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	163	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	164	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	165	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	166	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	167	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	168	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	169	0.9	0.80	0.40	0.30	0.001	0
