//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
6344          32002         58            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         59            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         60            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         61            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         62            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         63            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         64            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         65            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         66            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         67            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         68            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         69            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         70            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         71            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         72            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         73            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         74            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         75            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         76            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         77            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         78            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         79            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         80            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         81            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         82            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         83            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         84            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         85            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         86            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         87            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         88            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         89            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         90            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         91            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         92            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         93            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         94            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         95            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         96            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         97            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         98            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         99            0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         100           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         101           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         102           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         103           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         104           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         105           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         106           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         107           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         108           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         109           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         110           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         111           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         112           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         113           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         114           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         115           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         116           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         117           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         118           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         119           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         120           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         121           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         122           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         123           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         124           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         125           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         126           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         127           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         128           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         129           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         130           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         131           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         132           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         133           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         134           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         135           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         133           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         134           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         135           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         136           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         137           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         138           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         139           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         140           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         141           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         142           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         143           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         144           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         145           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         146           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         147           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         148           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         149           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         150           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         151           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         152           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         153           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         154           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         155           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         156           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         157           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         158           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         159           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         160           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         161           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         162           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         163           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         164           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         165           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         166           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         167           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         168           0             0.80     0.40     0.30     0.9         0.0         0.0
6344          32002         169           0             0.80     0.40     0.30     0.9         0.0         0.0
